OrderLineID,OrderID,OrderDate,ShipDate,CustomerID,ProductID,WarehouseID,CategoryID,SubCategoryID,CampaignID,Channel,Quantity,UnitPrice,DiscountAmount,ShippingCost,ReturnFlag,ReturnAmount,CostAmount,SalesAmount,ProfitAmount
4540,29428,13-05-2023,17-05-2023,40,40,40,5,10,40,App,4,155.7,303.62,105.27,0,192.48,1106.27,319.18,-1084.84
4541,28159,13-05-2023,16-05-2023,41,41,41,1,1,41,Marketplace,4,4302.04,322.21,139.39,0,22.17,2167.28,16885.95,14557.11
4542,24100,13-05-2023,16-05-2023,42,42,42,2,2,42,Marketplace,3,3572.65,132.22,90.42,0,33.65,1592.38,10585.73,8869.28
4543,26374,13-05-2023,15-05-2023,43,43,43,3,3,43,App,1,618.47,48.6,60.08,0,463.73,1074.04,569.87,-1027.98
4544,26004,13-05-2023,14-05-2023,44,44,44,4,4,44,App,2,4693.33,271.63,72.38,0,383.06,2392.66,9115.03,6266.93
4545,25521,13-05-2023,17-05-2023,45,45,45,5,5,45,App,9,3392.47,306.75,118.1,1,406.99,343.23,30225.48,29357.16
4546,31412,13-05-2023,17-05-2023,46,46,46,1,6,46,Website,1,644.11,481.52,113.6,0,239.32,168.18,162.59,-358.51
4547,31755,13-05-2023,17-05-2023,47,47,47,2,7,47,Website,5,4316.71,337.62,117.29,0,182.49,217.64,21245.93,20728.51
4548,39681,13-05-2023,15-05-2023,48,48,48,3,8,48,Marketplace,2,2456.43,221.84,116.63,0,45.98,2451.98,4691.02,2076.43
4549,39017,14-05-2023,20-05-2023,49,49,49,4,9,49,Marketplace,4,1462.86,497,139.66,0,279.04,2404.49,5354.44,2531.25
4550,23890,14-05-2023,17-05-2023,50,50,50,5,10,50,Website,7,4142.7,186.62,119.32,0,371.68,2500.79,28812.28,25820.49
4551,37175,14-05-2023,15-05-2023,1,1,1,1,1,1,App,5,3718.39,81.28,131.21,0,97.96,886.96,18510.67,17394.54
4552,29191,14-05-2023,19-05-2023,2,2,2,2,2,2,Marketplace,1,3152.91,308.99,94.58,1,194.58,1500.07,2843.92,1054.69
4553,20151,14-05-2023,20-05-2023,3,3,3,3,3,3,App,3,4502.71,133.13,103.74,0,463.66,993.16,13375,11814.44
4554,39447,14-05-2023,17-05-2023,4,4,4,4,4,4,App,9,4320.27,461.1,145.8,0,421.88,1782.67,38421.33,36070.98
4555,33861,14-05-2023,16-05-2023,5,5,5,5,5,5,Marketplace,1,1211.28,213.93,133.14,0,399.15,2543.56,997.35,-2078.5
4556,38475,14-05-2023,17-05-2023,6,6,6,1,6,6,Website,4,4405.56,74.81,121.06,0,19.72,108.76,17547.43,17297.89
4557,35032,14-05-2023,17-05-2023,7,7,7,2,7,7,Website,5,1932.8,70.82,109.12,0,82.79,1730.81,9593.18,7670.46
4558,24599,15-05-2023,17-05-2023,8,8,8,3,8,8,Website,3,2215.69,324.82,66.61,0,153.02,643.14,6322.25,5459.48
4559,32274,15-05-2023,19-05-2023,9,9,9,4,9,9,App,3,4864.43,182.95,91.26,0,151.82,2616.61,14410.34,11550.65
4560,32218,15-05-2023,19-05-2023,10,10,10,5,10,10,App,1,3823.38,181.86,27.17,0,64.48,2873.13,3641.52,676.74
4561,22977,15-05-2023,16-05-2023,11,11,11,1,1,11,App,6,1675.28,306.16,74.1,0,144.72,2492.84,9745.52,7033.86
4562,37226,15-05-2023,16-05-2023,12,12,12,2,2,12,Website,4,3274.84,110.76,34.55,1,214.07,149.41,12988.6,12590.57
4563,23793,15-05-2023,19-05-2023,13,13,13,3,3,13,App,8,2742.69,72.71,114.72,0,24.65,943.12,21868.81,20786.32
4564,21659,15-05-2023,21-05-2023,14,14,14,4,4,14,Marketplace,6,671.36,328.63,136,0,201.59,727.75,3699.53,2634.19
4565,25162,15-05-2023,20-05-2023,15,15,15,5,5,15,App,3,4449.99,2.62,42.63,0,248.27,2487.46,13347.35,10568.99
4566,30705,15-05-2023,18-05-2023,16,16,16,1,6,16,Marketplace,7,4127.22,453.68,51.94,0,20.47,103.35,28436.86,28261.1
4567,36040,16-05-2023,21-05-2023,17,17,17,2,7,17,Website,3,3910.78,91.49,131.41,0,337.1,2772.12,11640.85,8400.22
4568,24270,16-05-2023,19-05-2023,18,18,18,3,8,18,App,9,2839.85,223.93,96.16,0,39.89,1783.12,25334.72,23415.55
4569,33286,16-05-2023,20-05-2023,19,19,19,4,9,19,App,8,1182.1,105.74,96.48,0,323.96,2245.03,9351.06,6685.59
4570,23603,16-05-2023,17-05-2023,20,20,20,5,10,20,Website,3,4431.09,109.11,93.17,0,497.04,1394.31,13184.16,11199.64
4571,33772,16-05-2023,22-05-2023,21,21,21,1,1,21,App,2,1829.53,417.5,48.37,0,30.31,2135.82,3241.56,1027.06
4572,37600,16-05-2023,17-05-2023,22,22,22,2,2,22,Marketplace,3,198.58,292.52,51.63,1,136.09,1036.68,303.22,-921.18
4573,22291,16-05-2023,21-05-2023,23,23,23,3,3,23,Website,4,4910.69,155.73,143.45,1,64.67,1997.53,19487.03,17281.38
4574,33123,16-05-2023,17-05-2023,24,24,24,4,4,24,Marketplace,3,4319.67,125.55,114.05,0,184.62,1320.78,12833.46,11214.01
4575,23811,16-05-2023,20-05-2023,25,25,25,5,5,25,Website,9,3151.13,106.43,31.76,0,417.63,2799.17,28253.74,25005.18
4576,33347,17-05-2023,23-05-2023,26,26,26,1,6,26,Marketplace,2,160.79,277.22,48.98,0,464.72,2794.93,44.36,-3264.27
4577,33851,17-05-2023,22-05-2023,27,27,27,2,7,27,Marketplace,8,1215.81,365.39,101.53,0,419.86,1732.41,9361.09,7107.29
4578,35513,17-05-2023,23-05-2023,28,28,28,3,8,28,Marketplace,7,2315.04,126.76,56.85,0,345.53,2331.38,16078.52,13344.76
4579,25142,17-05-2023,20-05-2023,29,29,29,4,9,29,App,1,3177.62,166.15,52.73,0,358.61,2239.83,3011.47,360.3
4580,32194,17-05-2023,18-05-2023,30,30,30,5,10,30,App,6,3569.96,360.18,46.31,0,60.24,2133.91,21059.58,18819.12
4581,27526,17-05-2023,23-05-2023,31,31,31,1,1,31,App,6,3962.54,368.64,44.14,0,124.35,2923.53,23406.6,20314.58
4582,39362,17-05-2023,19-05-2023,32,32,32,2,2,32,App,9,2822.74,103.66,99.73,0,181.95,2639.46,25301,22379.86
4583,33513,17-05-2023,18-05-2023,33,33,33,3,3,33,App,8,3315.3,191.1,137.76,0,25.07,2248.73,26331.3,23919.74
4584,32084,17-05-2023,20-05-2023,34,34,34,4,4,34,Marketplace,7,4075.09,434.98,66.95,0,410.82,283.16,28090.65,27329.72
4585,33349,17-05-2023,23-05-2023,35,35,35,5,5,35,App,7,3627.22,370.1,35.8,0,127.84,1097.39,25020.44,23759.41
4586,35068,18-05-2023,23-05-2023,36,36,36,1,6,36,Marketplace,5,4778.58,81.25,36.16,0,26.14,1062.85,23811.65,22686.5
4587,24595,18-05-2023,21-05-2023,37,37,37,2,7,37,Website,2,4385.76,192.98,141.38,1,36.54,1560.91,8578.54,6839.71
4588,35402,18-05-2023,20-05-2023,38,38,38,3,8,38,Marketplace,5,929.87,486.65,88.74,0,484.75,2577.58,4162.7,1011.63
4589,29955,18-05-2023,24-05-2023,39,39,39,4,9,39,App,1,4742.35,262.69,80.62,0,455.99,2032.11,4479.66,1910.94
4590,38554,18-05-2023,22-05-2023,40,40,40,5,10,40,Website,6,1100.46,359.67,135.8,0,479.37,2326.02,6243.09,3301.9
4591,33996,18-05-2023,19-05-2023,41,41,41,1,1,41,App,2,4957.19,46.02,85.92,1,478.35,172.99,9868.36,9131.1
4592,39405,18-05-2023,23-05-2023,42,42,42,2,2,42,Website,1,3536.51,416.25,82.48,0,399.72,207.98,3120.26,2430.08
4593,21185,18-05-2023,22-05-2023,43,43,43,3,3,43,Marketplace,1,3174.9,302.39,140.46,0,137.98,2789.06,2872.51,-194.99
4594,23285,18-05-2023,24-05-2023,44,44,44,4,4,44,Website,1,1689.18,87.8,81.68,1,162.38,668.19,1601.38,689.13
4595,23447,19-05-2023,25-05-2023,45,45,45,5,5,45,App,4,752.23,190.11,70.82,0,201,2394.04,2818.81,152.95
4596,30662,19-05-2023,22-05-2023,46,46,46,1,6,46,Website,5,718.25,41.51,95.62,0,392.5,1667.3,3549.74,1394.32
4597,24899,19-05-2023,25-05-2023,47,47,47,2,7,47,Marketplace,5,4346.22,388.51,147.04,0,463.39,1081.58,21342.59,19650.58
4598,36060,19-05-2023,24-05-2023,48,48,48,3,8,48,Website,1,2218.97,372.44,145.3,0,220.16,2302.45,1846.53,-821.38
4599,21935,19-05-2023,23-05-2023,49,49,49,4,9,49,Marketplace,6,2843.27,245.12,120.83,0,150.74,2896.43,16814.5,13646.5
4600,29445,19-05-2023,24-05-2023,50,50,50,5,10,50,Website,3,4666,226.01,84.91,0,121.42,813.57,13771.99,12752.09
4601,29274,19-05-2023,21-05-2023,1,1,1,1,1,1,Marketplace,4,1351.24,231.71,134.59,0,128.23,1089.19,5173.25,3821.24
4602,30335,19-05-2023,21-05-2023,2,2,2,2,2,2,Marketplace,5,3843.29,18.73,74.52,0,3.44,915.23,19197.72,18204.53
4603,37669,19-05-2023,20-05-2023,3,3,3,3,3,3,Marketplace,4,2405.28,184.12,103.22,0,117.07,1951.66,9437,7265.05
4604,28545,20-05-2023,21-05-2023,4,4,4,4,4,4,Marketplace,4,1142.5,64.25,43.33,0,147.46,2186.59,4505.75,2128.37
4605,27479,20-05-2023,22-05-2023,5,5,5,5,5,5,App,1,4279.56,92.4,105.97,1,387.79,1461.15,4187.16,2232.25
4606,25255,20-05-2023,26-05-2023,6,6,6,1,6,6,Marketplace,2,3431.75,481.06,55.89,0,274.26,683,6382.44,5369.29
4607,38269,20-05-2023,25-05-2023,7,7,7,2,7,7,App,2,565.12,130.89,120.33,0,165.55,997.77,999.35,-284.3
4608,25062,20-05-2023,22-05-2023,8,8,8,3,8,8,Marketplace,2,2754.61,241.81,73.83,0,298.54,2254.66,5267.41,2640.38
4609,27066,20-05-2023,21-05-2023,9,9,9,4,9,9,Website,1,4273.64,443.9,71.79,0,394.16,2656.79,3829.74,707
4610,30712,20-05-2023,22-05-2023,10,10,10,5,10,10,Website,8,427.98,206.75,117.06,0,305.02,1548.53,3217.09,1246.48
4611,35991,20-05-2023,26-05-2023,11,11,11,1,1,11,App,1,2139.75,264.31,75.29,0,35.12,783.63,1875.44,981.4
4612,23022,20-05-2023,22-05-2023,12,12,12,2,2,12,Website,8,4045.55,84.39,112.82,0,120.5,2013.69,32280.01,30033
4613,21547,21-05-2023,26-05-2023,13,13,13,3,3,13,Marketplace,1,4305.95,142.54,131.16,0,142.93,1936.27,4163.41,1953.05
4614,32210,21-05-2023,25-05-2023,14,14,14,4,4,14,Website,3,3899.28,253.06,37.79,1,181.47,2732.28,11444.78,8493.24
4615,24204,21-05-2023,27-05-2023,15,15,15,5,5,15,App,9,1597.98,182.45,82.27,0,12.31,890.72,14199.37,13214.07
4616,27590,21-05-2023,22-05-2023,16,16,16,1,6,16,Website,8,2583.95,19.13,142.84,0,372.15,2461.24,20652.47,17676.24
4617,21368,21-05-2023,26-05-2023,17,17,17,2,7,17,App,2,3732.26,200.41,125.58,0,235.18,2028.4,7264.11,4874.95
4618,31529,21-05-2023,23-05-2023,18,18,18,3,8,18,Marketplace,4,847.68,407.55,146.57,0,448.29,2527.9,2983.17,-139.59
4619,38141,21-05-2023,23-05-2023,19,19,19,4,9,19,Marketplace,8,3015.49,58.03,131.84,0,258.84,353.65,24065.89,23321.56
4620,35945,21-05-2023,25-05-2023,20,20,20,5,10,20,Website,9,3629.83,9.37,60.33,0,494.08,2490.3,32659.1,29614.39
4621,29709,21-05-2023,22-05-2023,21,21,21,1,1,21,Website,7,4264.96,59.35,43.29,0,350.35,1457.32,29795.37,27944.41
4622,33644,22-05-2023,23-05-2023,22,22,22,2,2,22,Website,1,647.19,343.44,47.37,0,443.43,2334.88,303.75,-2521.93
4623,24917,22-05-2023,25-05-2023,23,23,23,3,3,23,Marketplace,8,1715.41,397.32,48.2,1,486.64,767.56,13325.96,12023.56
4624,39868,22-05-2023,23-05-2023,24,24,24,4,4,24,Website,1,2754.1,24.36,29.85,0,235.88,1075.61,2729.74,1388.4
4625,31877,22-05-2023,26-05-2023,25,25,25,5,5,25,Marketplace,9,3535.18,443.78,137.88,0,316.56,1273.45,31372.84,29644.95
4626,33224,22-05-2023,25-05-2023,26,26,26,1,6,26,App,8,3677.18,313.66,85.33,0,457.02,1673.15,29103.78,26888.28
4627,23052,22-05-2023,25-05-2023,27,27,27,2,7,27,Website,4,1340.97,259.07,33.17,0,287.65,1555.69,5104.81,3228.3
4628,28382,22-05-2023,24-05-2023,28,28,28,3,8,28,Website,4,168,126.8,119.14,0,26.4,747.77,545.2,-348.11
4629,37316,22-05-2023,24-05-2023,29,29,29,4,9,29,App,4,3499.7,185.85,62.33,0,348.49,2715.78,13812.95,10686.35
4630,27240,22-05-2023,23-05-2023,30,30,30,5,10,30,App,6,4554.72,473.49,29.23,1,467.87,2836.09,26854.83,23521.64
4631,23238,23-05-2023,26-05-2023,31,31,31,1,1,31,App,2,4007.83,455.77,44.67,0,390.58,749.75,7559.89,6374.89
4632,30407,23-05-2023,25-05-2023,32,32,32,2,2,32,App,4,3150.08,312.73,105.48,0,395.63,1203.26,12287.59,10583.22
4633,20565,23-05-2023,27-05-2023,33,33,33,3,3,33,Marketplace,4,4890.1,289.46,123.22,0,39.63,2423.75,19270.94,16684.34
4634,25558,23-05-2023,25-05-2023,34,34,34,4,4,34,Website,8,2222.27,105.27,52.98,0,368.69,2358.9,17672.89,14892.32
4635,36375,23-05-2023,29-05-2023,35,35,35,5,5,35,Marketplace,2,2672.74,476.64,95.02,0,16.13,2922.32,4868.84,1835.37
4636,37127,23-05-2023,29-05-2023,36,36,36,1,6,36,Marketplace,8,160.21,377.7,20.11,0,465.33,2844.69,903.98,-2426.15
4637,31103,23-05-2023,25-05-2023,37,37,37,2,7,37,App,2,4735.16,191.13,56.19,0,457.15,2631.3,9279.19,6134.55
4638,35174,23-05-2023,26-05-2023,38,38,38,3,8,38,Website,9,2958.4,407.92,43.61,0,490.14,1780.44,26217.68,23903.49
4639,28722,23-05-2023,26-05-2023,39,39,39,4,9,39,Marketplace,9,2014.92,105.94,29.95,1,151.6,1046.77,18028.34,16800.02
4640,28753,24-05-2023,29-05-2023,40,40,40,5,10,40,Marketplace,6,318.37,106.61,82.91,0,270.14,1591.32,1803.61,-140.76
4641,25629,24-05-2023,30-05-2023,41,41,41,1,1,41,App,5,1875.85,395.48,102.03,0,289.38,2324.97,8983.77,6267.39
4642,26318,24-05-2023,28-05-2023,42,42,42,2,2,42,Website,7,117.63,279.65,26.03,0,278.36,357.83,543.76,-118.46
4643,20301,24-05-2023,27-05-2023,43,43,43,3,3,43,Website,8,1689.24,277.92,37.93,0,206.08,2124.25,13236,10867.74
4644,27506,24-05-2023,25-05-2023,44,44,44,4,4,44,Website,8,4762.13,286.84,141.2,0,493.45,2693.36,37810.2,34482.19
4645,28701,24-05-2023,30-05-2023,45,45,45,5,5,45,Marketplace,3,855.91,62.9,49,0,443.35,670.85,2504.83,1341.63
4646,26962,24-05-2023,28-05-2023,46,46,46,1,6,46,App,3,2772.51,174.78,118.8,0,305.18,2443.01,8142.75,5275.76
4647,25429,24-05-2023,28-05-2023,47,47,47,2,7,47,Website,5,1014.42,286.54,117.21,0,323.87,2677.95,4785.56,1666.53
4648,35866,24-05-2023,27-05-2023,48,48,48,3,8,48,Marketplace,5,3938.56,123.79,61.81,1,357.12,247.79,19569.01,18902.29
4649,27248,25-05-2023,29-05-2023,49,49,49,4,9,49,Marketplace,2,2855.75,252,46.54,0,301.85,2876.06,5459.5,2235.05
4650,39829,25-05-2023,28-05-2023,50,50,50,5,10,50,Website,5,1090.96,278.52,51.71,1,353.76,1531.52,5176.28,3239.29
4651,22203,25-05-2023,27-05-2023,1,1,1,1,1,1,App,1,4344.58,471.41,93.57,0,408.25,1400.77,3873.17,1970.58
4652,39218,25-05-2023,31-05-2023,2,2,2,2,2,2,App,7,3941.72,122.89,69.55,0,488.94,1827.61,27469.15,25083.05
4653,22479,25-05-2023,30-05-2023,3,3,3,3,3,3,Website,7,4761.38,219.68,84.42,0,424.53,680.42,33109.98,31920.61
4654,30386,25-05-2023,27-05-2023,4,4,4,4,4,4,Marketplace,1,103.08,490.76,125.51,0,64.68,2007.69,-387.68,-2585.56
4655,20434,25-05-2023,31-05-2023,5,5,5,5,5,5,App,3,2339.87,93.39,85.3,0,273.2,2436.13,6926.22,4131.59
4656,30230,25-05-2023,28-05-2023,6,6,6,1,6,6,Marketplace,8,4999.22,390.01,149.38,0,315.95,1000.92,39603.75,38137.5
4657,21706,25-05-2023,31-05-2023,7,7,7,2,7,7,Marketplace,9,4074.82,88.58,106.56,0,132.87,803.74,36584.8,35541.63
4658,25725,25-05-2023,28-05-2023,8,8,8,3,8,8,App,3,4173.3,425.02,46.94,0,237.76,2749.36,12094.88,9060.82
4659,38288,26-05-2023,28-05-2023,9,9,9,4,9,9,Marketplace,6,3143.55,243.99,84.94,0,466.35,1429.25,18617.31,16636.77
4660,23959,26-05-2023,27-05-2023,10,10,10,5,10,10,Marketplace,6,3593.21,486.08,125.74,0,129.49,1905.11,21073.18,18912.84
4661,34521,26-05-2023,27-05-2023,11,11,11,1,1,11,Website,6,4046.1,85.04,48.38,0,158.64,2573.24,24191.56,21411.3
4662,31143,26-05-2023,01-06-2023,12,12,12,2,2,12,App,5,552.18,343.96,114.82,0,454.14,2165.11,2416.94,-317.13
4663,26825,26-05-2023,27-05-2023,13,13,13,3,3,13,Marketplace,6,3493.64,347.64,24.35,0,47.18,999.23,20614.2,19543.44
4664,26347,26-05-2023,29-05-2023,14,14,14,4,4,14,App,6,4095.5,359.44,142.54,0,440.08,110.38,24213.56,23520.56
4665,32841,26-05-2023,30-05-2023,15,15,15,5,5,15,App,6,300.24,50.48,106.24,0,151.91,1433.26,1750.96,59.55
4666,22713,26-05-2023,29-05-2023,16,16,16,1,6,16,Marketplace,8,1555.56,144.28,41.13,1,249.22,782.98,12300.2,11226.87
4667,31561,26-05-2023,30-05-2023,17,17,17,2,7,17,App,6,1687.66,169.01,133.66,0,321.42,1287.69,9956.95,8214.18
4668,32787,27-05-2023,29-05-2023,18,18,18,3,8,18,Website,3,4287.45,162.14,30.64,0,323.23,1402.24,12700.21,10944.1
4669,26512,27-05-2023,01-06-2023,19,19,19,4,9,19,Website,7,3923.72,337.51,72.77,0,489.99,2603.9,27128.53,23961.87
4670,30596,27-05-2023,31-05-2023,20,20,20,5,10,20,Marketplace,6,3316.47,27.41,115.8,1,17.39,2311.97,19871.41,17426.25
4671,39930,27-05-2023,28-05-2023,21,21,21,1,1,21,App,9,4043.14,365.04,141.86,1,351.91,628.03,36023.22,34901.42
4672,35182,27-05-2023,30-05-2023,22,22,22,2,2,22,Marketplace,4,2321.81,263.29,65.35,0,422.81,982.01,9023.95,7553.78
4673,38687,27-05-2023,29-05-2023,23,23,23,3,3,23,App,1,4386.91,86.5,127.97,1,294.16,1771.75,4300.41,2106.53
4674,23221,27-05-2023,28-05-2023,24,24,24,4,4,24,Marketplace,6,1247.66,113.06,45.58,0,487.86,1718.11,7372.9,5121.35
4675,21082,27-05-2023,29-05-2023,25,25,25,5,5,25,Marketplace,9,3552.43,48.79,24.56,0,208.83,1659.8,31923.08,30029.89
4676,28637,27-05-2023,01-06-2023,26,26,26,1,6,26,App,8,1284.58,229.53,23.74,0,374.93,2859.19,10047.11,6789.25
4677,33123,28-05-2023,31-05-2023,27,27,27,2,7,27,Website,2,295.32,297.46,105.56,0,343.18,2093.46,293.18,-2249.02
4678,33042,28-05-2023,03-06-2023,28,28,28,3,8,28,Marketplace,3,1492.34,290.49,40.05,0,15.68,336.44,4186.53,3794.36
4679,34133,28-05-2023,31-05-2023,29,29,29,4,9,29,Website,8,2515.24,481.18,26.54,0,276.4,2824.41,19640.74,16513.39
4680,37976,28-05-2023,02-06-2023,30,30,30,5,10,30,App,9,4232.84,147.98,146.98,0,130.46,1416.48,37947.58,36253.66
4681,25608,28-05-2023,31-05-2023,31,31,31,1,1,31,Marketplace,8,2593.4,381.04,51.46,0,264.37,1762.69,20366.16,18287.64
4682,25526,28-05-2023,03-06-2023,32,32,32,2,2,32,App,1,977.84,361.54,80.13,0,442.04,2467.5,616.3,-2373.37
4683,26472,28-05-2023,01-06-2023,33,33,33,3,3,33,Website,3,4964.55,30.66,99.7,0,315.06,679.2,14862.99,13769.03
4684,22775,28-05-2023,30-05-2023,34,34,34,4,4,34,App,8,1423.36,465,38.78,0,296.94,1560.16,10921.88,9026
4685,35828,28-05-2023,03-06-2023,35,35,35,5,5,35,Marketplace,1,4927.94,465.65,66.43,0,336.22,2585.2,4462.29,1474.44
4686,32008,29-05-2023,30-05-2023,36,36,36,1,6,36,Website,7,4688.04,198.17,104.2,0,264.16,2223.03,32618.11,30026.72
4687,37974,29-05-2023,03-06-2023,37,37,37,2,7,37,Marketplace,4,2757.96,208.84,103.17,0,223.9,1084.12,10823,9411.81
4688,35055,29-05-2023,02-06-2023,38,38,38,3,8,38,Website,7,550.62,409.8,129.47,0,187.22,1788.16,3444.54,1339.69
4689,38615,29-05-2023,30-05-2023,39,39,39,4,9,39,App,4,3507.53,247.52,76.86,1,350.04,73.69,13782.6,13282.01
4690,25118,29-05-2023,30-05-2023,40,40,40,5,10,40,App,8,4244.02,399.6,135.68,0,387.87,189.53,33552.56,32839.48
4691,27960,29-05-2023,03-06-2023,41,41,41,1,1,41,Marketplace,6,2281.98,18.06,108.69,0,211.62,384.65,13673.82,12968.86
4692,37945,29-05-2023,02-06-2023,42,42,42,2,2,42,Marketplace,8,1271.3,125.14,93.07,0,21.86,2098.63,10045.26,7831.7
4693,32464,29-05-2023,30-05-2023,43,43,43,3,3,43,Marketplace,1,4033.84,45.53,35.23,1,271.57,1879.23,3988.31,1802.28
4694,27596,29-05-2023,30-05-2023,44,44,44,4,4,44,Website,9,2770.88,227.1,94.71,0,286.82,2752.6,24710.82,21576.69
4695,27240,30-05-2023,03-06-2023,45,45,45,5,5,45,Website,9,1068.39,427.08,97.31,0,239.5,2140.25,9188.43,6711.37
4696,24942,30-05-2023,02-06-2023,46,46,46,1,6,46,Marketplace,6,4752.74,284.89,118.64,1,179.96,1290.78,28231.55,26642.17
4697,39622,30-05-2023,31-05-2023,47,47,47,2,7,47,Website,9,4745.68,260.17,113.49,1,447.96,2607.48,42450.95,39282.02
4698,33536,30-05-2023,01-06-2023,48,48,48,3,8,48,Website,6,1898.54,183.05,88.9,0,240.56,176.11,11208.19,10702.62
4699,21600,30-05-2023,03-06-2023,49,49,49,4,9,49,App,6,413.62,31.8,97.07,0,399.48,79.84,2449.92,1873.53
4700,25700,30-05-2023,31-05-2023,50,50,50,5,10,50,App,4,3190.86,383.2,120.4,0,318.86,788.38,12380.24,11152.6
4701,26071,30-05-2023,04-06-2023,1,1,1,1,1,1,App,3,1654.41,285.38,65.69,0,393.53,426.44,4677.85,3792.19
4702,30248,30-05-2023,05-06-2023,2,2,2,2,2,2,Marketplace,3,425.14,465.48,37.55,0,438.83,847.19,809.94,-513.63
4703,32523,30-05-2023,01-06-2023,3,3,3,3,3,3,App,2,4469.85,215.98,133.66,0,121.67,951.51,8723.72,7516.88
4704,37093,31-05-2023,06-06-2023,4,4,4,4,4,4,App,4,4990.77,200.75,145.45,0,414.34,1393.56,19762.33,17808.98
4705,39355,31-05-2023,06-06-2023,5,5,5,5,5,5,Website,9,1816.99,487.17,75.81,0,360.55,1851.31,15865.74,13578.07
4706,37177,31-05-2023,01-06-2023,6,6,6,1,6,6,App,7,3749.26,70.58,148.74,0,280.54,1089.87,26174.24,24655.09
4707,39483,31-05-2023,02-06-2023,7,7,7,2,7,7,Website,3,422.28,126.18,61.95,0,272.48,2903.36,1140.66,-2097.13
4708,31047,31-05-2023,02-06-2023,8,8,8,3,8,8,App,8,1911.56,244.08,28.65,0,155.71,1647.95,15048.4,13216.09
4709,25765,31-05-2023,03-06-2023,9,9,9,4,9,9,Marketplace,9,632.88,261.77,94.42,0,270.32,2634.89,5434.15,2434.52
4710,20026,31-05-2023,06-06-2023,10,10,10,5,10,10,Marketplace,1,371.21,274.36,132.87,0,192.17,2416.88,96.85,-2645.07
4711,26693,31-05-2023,02-06-2023,11,11,11,1,1,11,App,1,2985.08,106.05,100.27,0,444.4,191.85,2879.03,2142.51
4712,39485,31-05-2023,03-06-2023,12,12,12,2,2,12,App,9,4029.95,463.42,21.23,0,291.04,1440.67,35806.13,34053.19
4713,26609,01-06-2023,05-06-2023,13,13,13,3,3,13,App,9,2319.55,351.75,21.54,0,149.51,2429.1,20524.2,17924.05
4714,29314,01-06-2023,04-06-2023,14,14,14,4,4,14,Marketplace,7,2668.48,129.22,114.17,0,72.19,2724.55,18550.14,15639.23
4715,36258,01-06-2023,06-06-2023,15,15,15,5,5,15,Website,3,1426.58,147.1,129.89,1,346.99,1916.92,4132.64,1738.84
4716,25309,01-06-2023,02-06-2023,16,16,16,1,6,16,Website,4,3708.3,440.18,52.89,0,332.36,2799.5,14393.02,11208.27
4717,20011,01-06-2023,05-06-2023,17,17,17,2,7,17,App,7,1869.26,190.18,81.12,1,180.03,2006.77,12894.64,10626.72
4718,35389,01-06-2023,05-06-2023,18,18,18,3,8,18,Marketplace,9,430.75,278.18,144.94,0,81.09,664.97,3598.57,2707.57
4719,33671,01-06-2023,06-06-2023,19,19,19,4,9,19,Website,8,910.99,60.21,79.87,1,358.09,1697.59,7227.71,5092.16
4720,25774,01-06-2023,04-06-2023,20,20,20,5,10,20,App,8,729.5,125.87,37.66,1,135.2,2280.18,5710.13,3257.09
4721,36563,01-06-2023,02-06-2023,21,21,21,1,1,21,Marketplace,1,2235.8,208.29,138.51,0,431.01,2015.95,2027.51,-557.96
4722,20796,02-06-2023,05-06-2023,22,22,22,2,2,22,Marketplace,6,419.54,328.07,84.37,0,363.11,295.94,2189.17,1445.75
4723,27279,02-06-2023,04-06-2023,23,23,23,3,3,23,Website,6,4051.77,140.11,64.76,0,446.2,749.19,24170.51,22910.36
4724,27188,02-06-2023,05-06-2023,24,24,24,4,4,24,Marketplace,5,4549.23,475.38,32.67,0,492.3,2079.02,22270.77,19666.78
4725,22024,02-06-2023,06-06-2023,25,25,25,5,5,25,App,1,1317.13,110.11,79.57,0,170.51,1608.53,1207.02,-651.59
4726,27666,02-06-2023,03-06-2023,26,26,26,1,6,26,App,3,2479,389.45,120.06,0,252.03,141.01,7047.55,6534.45
4727,23217,02-06-2023,05-06-2023,27,27,27,2,7,27,Website,4,2643.41,182.3,113.23,0,201.89,2228.14,10391.34,7848.08
4728,26584,02-06-2023,03-06-2023,28,28,28,3,8,28,Marketplace,7,4926.51,416.7,84.56,0,38.8,284.32,34068.87,33661.19
4729,25285,02-06-2023,03-06-2023,29,29,29,4,9,29,Website,5,421.54,461.55,113.54,0,202.48,595.24,1646.15,734.89
4730,27370,02-06-2023,04-06-2023,30,30,30,5,10,30,Website,2,3372.62,93.51,65.6,0,221.9,2718.21,6651.73,3646.02
4731,37903,02-06-2023,04-06-2023,31,31,31,1,1,31,Marketplace,3,1794.25,245.74,115.58,0,86.7,979.46,5137.01,3955.27
4732,26856,03-06-2023,07-06-2023,32,32,32,2,2,32,Website,1,2558.85,77.18,31.15,0,441.66,151.15,2481.67,1857.71
4733,22432,03-06-2023,08-06-2023,33,33,33,3,3,33,Marketplace,6,1163.47,352.91,45.9,0,146.22,101.41,6627.91,6334.38
4734,24866,03-06-2023,04-06-2023,34,34,34,4,4,34,App,8,885.19,416.12,134.1,0,379.29,2809.86,6665.4,3342.15
